org_list	MBE035	MBE036	MBE037	MBE038	MBM135	MBM137	MBS1533	MBS1558	MBS1559	MBS1563	MBS1567	MBS1579	MBS1587	MBS1592	MBS1594	MBS1605	MHS232	MHS236	MHS238	MHS239	MHS243	MHS246	MHS253	MHS266	MHS267	MHS276	MHS279	MHS283	MHS287	MHS289
Parabacteroides merdae	0	0	0.8076064910473829	0.1370277271380228	0	0	1.7664199595494146	2.693028831019184	10.983335295604787	3.975077430632394	0	2.061862140440506	0	0.319965805367023	0.8116703314643354	1.9108980033948995	0	1.1810610884226833	0	0.3509961243248788	0	0.28986395022353617	0.7113689140190751	0	0	1.443230724319584	0	0.20803295529930035	0.3293739441209088	0.21936337106858472
Clostridium hathewayi	0	0.22942273620179857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1261370687452601	0	0	0	0	0	0	0	0.6841307506854934	0.4375569259208707	0	0	0
Bacteroides finegoldii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15354303824416657	0	0	0	0	0	0	0	0
Bifidobacterium breve	0	6.510486624002263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22827554881436626	1.3903037240446838	0	0	0	0	0	0.26447885224580725	4.95291484618742	0.15025126304936592	0	0	0
Bacteroides fragilis	0	3.699459235090466	0	0	0	0	2.1178466935900877	0.8297001528325872	2.559856631478627	0	0.8161748604199425	0	3.7346132669977528	0.12385609433886824	0	1.197633262042267	0	0	0	0	0	0	0	0	0	6.780015851847007	1.0849369415078436	0	0	0
Clostridium nexile	0	2.0744167480006532	0	0	0	0	0.4277931685637424	0	0.22594009281594676	0.1315438703154556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16204099691496937	0	0	0
Bifidobacterium dentium	0	1.7260754530454874	0	0	0	0	0	0	0	0	0	0	0	0.9495464766315364	0.8838502739570702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium sp KLE 1755	0	1.4216580337060387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Blautia producta	0	0.8228479842373274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7989920389488684	0	0	0	0
Clostridium symbiosum	0	0.6247577468420656	0	0	0	0	0	0	0	0	0	0	0	0.20969785607688435	0	0	0	0	0	0	0	0	0	0	0	4.60575697414647	0	0	0	0
Eubacterium dolichum	0	0.5590128441101998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Roseburia unclassified	0	0.45618829935993327	0	0	0	0	0	0	0	0	0	0	0.11284134978176731	0	0	0	0.1898920329596873	1.1834132948328513	0	0	0	0	0	0.15838738617147122	0	0	0	0	0	0
Anaerostipes unclassified	0	0.3804789977143279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.41401911734510344	0	0	0	0	0	0	0	0	1.3633658405213749	0.16223196447118973	0	0	0
Desulfovibrio desulfuricans	0	0.25281391102556716	0	0	0	0	0	0	0	0	0	0	0	0.11540282710541659	0	0.6375628753921793	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12371298141584305
Clostridium clostridioforme	0	0.24589922208239628	0	0	0	0	0	0	0.5279473596091115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.119148877753028	0	0	0	0
Coprobacillus unclassified	0	0.24298035775412916	0	0	0	0	0	0	0	0	0	0	0	0.13627722170230738	0	0	0.14665678528528453	0	0.40976147075615627	0	0.5825175385103145	0	0	0	0.2216540208254517	0	0	0	0	0
Holdemania unclassified	0	0.20801437611137016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Erysipelotrichaceae bacterium 3 1 53	0	0.1793491153979051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12544558258874414	0	0	0
Clostridium asparagiforme	0	0.17051200201784109	0	0	0	0	0	0	0.19699785650999022	0	0.17229828975479286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4952389950591174	0	0	0	0
Anaerotruncus colihominis	0	0.16421128108854716	0	0	0	0	0	0	0	0	0	0	0	0.3758811744622433	0	0	0	0	0	0	0.1072550472249766	0	0	0	0	0	0	0	0.4541148319876521	0
Clostridiales bacterium 1 7 47FAA	0	0.15910830103878354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22617594303297084	0	0	0
Bifidobacterium pseudolongum	0	0.12908425865526307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus australis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1624796218082591	0	0
Clostridium ramosum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1901632148927654	0	0.10787174605434066	0	0	0	0	0.19481701937631907	0	0	0	0
